,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
101,300940,南极光,,,,,,6185.14,6.46,,11-17
102,3021,兆威机电,2.24,-23.02,,22.9,,17915.63,-22.96,,11-16
103,601686,友发集团,,,,,,110274.07,93.01,10派4.5,11-16
104,3019,宸展光电,1.01,-1.94,5.32,19.88,1.03,9666.81,-2.29,,11-16
105,688350,富淼科技,,,,,,8885.76,38.99,,11-13
106,688669,聚石化学,,,,,,13513.75,88.38,,11-13
107,688607,康众医疗,,,,,,4594.68,53.54,,11-13
108,300931,通用电梯,,,,,,3065.9,-0.49,,11-13
109,688696,极米科技,,,,,,17157.71,3028.63,,11-13
110,688557,兰剑智能,1.3,2066.67,,19.22,,7090.17,2251.26,,11-13
111,300929,华骐环保,,,,,,4172.98,10.06,,11-13
112,688981,中芯国际,0.51,,,5.2,,308018.9,278.24,,11-12
113,688160,步科股份,0.78,69.57,4.21,20.41,0.51,4915.85,68.17,10派3,11-11
114,605258,协和电子,,,,,,6240.0,-13.37,,11-11
115,688578,艾力斯,-0.57,,,-18.49,,-20484.3,-17.5,,11-11
116,300920,润阳科技,,,,,,9455.51,9.45,,11-10
117,688057,金达莱,1.49,61.96,6.37,24.66,0.9,30744.65,61.54,,11-10
118,688136,科兴制药,,,,,,11748.31,-1.51,,11-10
119,688135,利扬芯片,0.3,0.0,4.73,6.52,0.75,3058.68,2.41,,11-10
120,3004,声迅股份,0.35,,,7.78,,2150.84,800.88,,11-09
121,300930,屹通新材,,,,,,4346.16,6.12,,11-09
122,300884,狄耐克,,,,,,11105.74,55.77,,11-09
123,605007,五洲特纸,0.68,112.5,3.48,21.59,0.57,24408.88,111.9,,11-09
124,300916,朗特智能,,,,,,6063.11,93.68,,11-09
125,300926,博俊科技,,,,,,4777.73,43.5,,11-06
126,605177,东亚药业,1.26,-17.65,,12.05,,10769.65,-17.2,,11-06
127,688529,豪森股份,0.71,545.45,4.58,17.12,,6825.19,678.34,,11-06
128,688680,海优新材,,,,,,11613.13,178.8,,11-05
129,300936,中英科技,,,,,,4207.93,-5.06,,11-05
130,300911,亿田智能,,,,,,9552.37,71.85,,11-05
131,3018,金富科技,0.38,-9.52,4.02,8.61,0.31,7326.8,-9.84,,11-05
132,688590,新致软件,,,,,,3382.99,-3.01,,11-04
133,300913,兆龙互连,,,,,,5251.82,-3.68,,11-04
134,300906,日月明,0.41,7.89,5.09,8.42,0.18,2468.23,7.07,,11-04
135,300905,宝丽迪,1.44,2.86,7.71,19.99,0.94,7792.24,3.33,,11-04
136,300903,科翔股份,0.6,57.89,4.78,13.35,-0.01,7728.11,57.21,,11-04
137,605068,明新旭腾,1.28,43.82,,22.99,,15935.55,44.47,,11-03
138,300912,凯龙高科,,,,,,6617.71,34.1,,11-03
139,3020,立方制药,1.43,,,15.96,,9966.25,29.55,,11-03
140,688777,中控技术,0.55,0.0,,12.29,,24171.88,10.98,,11-03
141,300910,瑞丰新材,,,,,,12917.29,98.66,,11-03
142,688571,杭华股份,,,,,,6966.18,4.94,,11-03
143,300918,南山智尚,,,,,,7699.01,-21.43,,11-02
144,2607,中公教育,0.21,31.25,,42.35,,132089.35,37.76,,10-31
145,600076,康欣新材,-0.17,-150.0,,-4.34,,-17457.11,-150.33,,10-31
146,2948,青岛银行,0.34,6.25,4.88,7.41,,200774.6,3.14,,10-31
147,600095,湘财股份,0.13,1888.06,,3.79,,35720.05,14696.77,,10-31
148,2331,皖通科技,0.11,-44.22,,2.04,,4492.78,-44.22,,10-31
149,603068,博通集成,0.42,-68.42,,4.49,,5796.08,-64.62,,10-31
150,600150,中国船舶,0.04,-41.43,,0.4,,16294.15,69.17,,10-31
151,3017,大洋生物,1.72,37.82,,14.65,,7756.74,37.82,,10-31
152,600168,武汉控股,0.4,11.11,,5.39,,28541.26,12.9,,10-31
153,600966,博汇纸业,0.39,284.6,,9.55,,52747.71,284.72,,10-31
154,600586,金晶科技,0.13,32.71,,4.39,,18319.01,31.21,,10-31
155,688339,亿华通,-1.05,-450.0,,-4.92,,-5743.71,-479.77,,10-31
156,601028,玉龙股份,0.12,-850.0,,4.5,,9515.27,-848.82,,10-31
157,2120,韵达股份,0.35,-60.23,,7.39,,102001.6,-47.83,,10-31
158,600640,号百控股,-0.2,-278.99,,-3.55,,-15793.45,-278.94,,10-31
159,601111,中国国航,-0.74,-251.02,,-11.56,,-1011184.7,-249.54,,10-31
160,601225,陕西煤业,1.18,25.53,,18.13,,1147863.28,26.37,,10-31
161,600300,维维股份,0.2,233.33,,12.06,,31631.14,240.67,,10-31
162,600697,欧亚集团,0.43,-65.6,,2.58,,6907.91,-65.35,,10-31
163,601330,绿色动力,0.37,32.14,,12.38,,42776.06,32.4,,10-31
164,40,东旭蓝天,-0.13,-368.0,,-1.5,,-19919.79,-370.39,,10-31
165,600359,新农开发,0.03,-160.0,,2.83,,1261.04,-168.71,,10-31
166,66,中国长城,-0.06,-193.33,,-2.0,,-16268.0,-192.08,,10-31
167,601677,明泰铝业,1.17,0.0,,9.71,,71834.03,2.59,,10-31
168,600377,宁沪高速,0.38,-46.75,,6.64,,189536.42,-46.74,,10-31
169,157,中联重科,0.76,72.73,,13.41,,568631.91,63.41,,10-31
170,600395,盘江股份,0.36,-33.09,,8.17,,59951.39,-33.1,,10-31
171,2250,联化科技,0.24,-25.0,,3.72,,22171.89,-24.37,,10-31
172,600783,鲁信创投,0.61,577.78,,12.09,,45443.4,555.95,,10-31
173,411,英特集团,0.46,-18.77,,7.33,,11506.96,-6.66,,10-31
174,927,中国铁物,0.21,-147.06,,,,32974.77,-147.07,,10-31
175,601990,南京证券,0.22,10.0,,6.34,,71528.74,9.72,,10-31
176,688086,紫晶存储,0.46,,,3.9,,8203.03,80.84,,10-31
177,600844,丹化科技,-0.22,0.77,,-10.59,,-22653.06,0.81,,10-31
178,603009,北特科技,0.03,-59.61,,0.66,,1042.59,-59.54,,10-31
179,603666,亿嘉和,1.17,-7.12,,12.67,,16145.65,30.14,,10-31
180,35,中国天楹,0.2,16.74,,4.49,,49649.47,27.09,,10-31
181,601595,上海电影,-0.59,-278.79,,-11.4,,-26599.44,-317.72,,10-31
182,600742,一汽富维,0.61,-13.23,,7.25,,40756.21,14.37,,10-31
183,901,航天科技,-0.12,-223.45,,-2.32,,-9468.71,-257.09,,10-31
184,601828,美凯龙,0.44,-58.88,,3.72,,173007.75,-54.27,,10-31
185,426,兴业矿业,-0.07,17.68,,-2.29,,-12100.34,17.64,,10-31
186,2278,神开股份,0.05,-44.44,,1.58,,1791.69,-44.04,,10-31
187,2601,龙蟒佰利,0.96,-7.69,,13.1,,194973.43,-5.62,10派1.1,10-31
188,600089,特变电工,0.42,-6.73,,4.39,,155572.6,-6.71,,10-31
189,2960,青鸟消防,1.33,-3.96,,11.08,,32313.37,19.96,,10-31
190,2310,东方园林,0.01,-103.03,,0.15,,1816.86,-102.05,,10-31
191,552,靖远煤电,0.17,-0.42,,4.82,,38171.6,-0.42,,10-31
192,600107,美尔雅,-0.12,-202.61,,-7.29,,-4248.39,-202.63,,10-31
193,688129,东来技术,0.61,-7.58,,16.62,,5480.93,-8.04,,10-31
194,600545,卓郎智能,-0.07,-137.02,,-2.77,,-13362.6,-136.4,,10-31
195,600162,香江控股,-0.0,-103.01,,-0.17,,-886.66,-103.03,,10-31
196,600563,法拉电子,1.63,20.51,,13.68,,36732.28,20.69,,10-31
197,600960,渤海汽车,0.0,-36.0,,0.1,,455.44,-36.43,,10-31
198,2717,岭南股份,0.05,-75.0,,1.55,,7638.98,-74.95,,10-31
199,600199,金种子酒,-0.16,36.53,,-3.79,,-10500.92,46.65,,10-31
200,600997,开滦股份,0.51,-20.31,,6.97,,80560.85,-20.35,,10-31
201,685,中山公用,0.71,42.0,,7.8,,105445.91,42.86,,10-31
202,300041,回天新材,0.49,39.7,,11.28,,19663.07,33.56,,10-31
203,2422,科伦药业,0.35,-45.31,,3.83,,50146.43,-45.15,,10-31
204,688500,慧辰资讯,0.3,-28.57,,2.44,,1793.34,-23.33,,10-31
205,601016,节能风电,0.13,23.53,,6.93,,53580.02,26.22,,10-31
206,600635,大众公用,0.07,-37.56,,2.5,,20388.67,-37.57,,10-31
207,726,鲁泰A,0.11,-83.82,,1.24,,9566.45,-83.73,,10-31
208,2131,利欧股份,0.46,816.6,,31.7,,308678.19,899.95,,10-31
273,600754,锦江酒店,0.31,-65.54,,2.29,,30087.61,-65.54,,10-31
274,600771,广誉远,0.13,-62.86,,2.71,,6484.26,-62.69,,10-31
275,333,美的集团,3.18,-0.63,,20.35,,2201830.1,3.29,,10-31
276,600018,上港集团,0.26,-11.2,,7.13,,600956.11,-11.19,,10-31
277,932,华菱钢铁,0.79,-1.8,,15.79,,483745.71,42.55,,10-31
278,600808,马钢股份,0.2,6.31,,5.68,,155725.2,6.33,,10-31
284,600500,中化国际,0.05,-80.0,,0.99,,12801.47,-76.89,,10-31
285,564,*ST大集,-0.04,141.45,,-0.74,,-22029.08,140.69,,10-31
286,3005,竞业达,1.3,19.41,,3.78,,13781.65,57.81,,10-31
287,600536,中国软件,-1.11,122.0,,-27.7,,-54979.06,124.01,,10-31
288,600895,张江高科,0.65,116.67,,10.36,,100708.99,113.66,,10-31
289,2044,美年健康,-0.13,-230.0,,-7.3,,-51709.32,-232.15,,10-31
290,2060,粤水电,0.15,48.17,,5.26,,17490.07,48.11,,10-31
291,688360,德马科技,0.38,,,4.8,,2785.35,47.8,,10-31
292,603165,荣晟环保,0.69,-34.29,,11.41,,17178.04,-7.38,,10-31
293,600609,金杯汽车,0.05,-8.0,0.86,13.39,0.43,6041.18,11.61,,10-31
294,600626,申达股份,-0.14,-132.18,,-3.65,,-11872.21,-132.18,,10-31
295,2762,金发拉比,0.07,-46.15,,2.33,,2322.85,-51.12,,10-31
296,600645,中源协和,0.28,33.33,,3.85,,13310.29,42.35,,10-31
297,600685,中船防务,2.35,-4431.37,,28.57,,331834.07,-4432.35,,10-31
298,601233,桐昆股份,0.98,-26.87,,8.97,,180205.59,-26.46,,10-31
299,2815,崇达技术,0.42,-9.14,,9.51,,37516.36,-3.9,,10-31
300,423,东阿阿胶,-0.03,-110.15,,-0.21,,-2098.33,-110.04,,10-31
301,2276,万马股份,0.17,1.7,,3.97,,17315.98,1.72,,10-31
302,2292,奥飞娱乐,-0.03,-138.0,,-1.17,,-4635.83,-139.12,,10-31
303,600085,同仁堂,0.52,-15.97,,7.56,,71503.18,-15.89,,10-31
304,600505,西昌电力,0.07,-37.34,,2.22,,2643.16,-37.33,,10-31
305,600121,郑州煤电,-0.33,530.38,,-15.62,,-40703.33,530.56,,10-31
306,600522,中天科技,0.52,11.05,,7.18,,158314.44,10.84,,10-31
307,2340,格林美,0.07,-53.33,,2.74,,32554.86,-46.07,,10-31
308,600883,博闻科技,0.06,86.64,,2.02,,1351.94,86.4,,10-31
309,600139,西部资源,-0.03,-56.2,0.51,-4.96,0.07,-1709.71,-56.14,,10-31
310,300999,金龙鱼,1.04,44.44,,7.6,,508983.9,45.88,,10-31
311,600900,长江电力,0.92,13.56,,13.17,,2025087.36,13.56,,10-31
312,600179,*ST安通,-0.37,-41.27,,,,-54784.66,-41.43,,10-31
313,603800,道森股份,-0.07,-114.18,,-1.56,,-1501.63,-114.18,,10-31
314,600579,克劳斯,-0.23,130.0,,-3.66,,-19830.02,118.62,,10-31
315,663,*ST永林,-0.19,72.73,,-12.15,,-6562.51,71.39,,10-31
316,2081,金螳螂,0.64,-2.71,,10.83,,171353.79,-2.1,,10-31
317,2086,*ST东洋,0.02,-43.81,,0.95,,1648.83,-43.8,,10-31
318,600601,方正科技,-0.08,-55.39,,-9.28,,-16715.7,-55.41,,10-31
319,600221,*ST海航,-0.93,-2682.78,,-35.23,,-1562716.4,-2654.12,,10-31
320,601020,华钰矿业,0.12,-14.29,,2.72,,6036.75,-19.35,,10-31
321,600238,ST椰岛,-0.08,-72.41,,-6.78,,-3481.52,-73.22,,10-31
322,600259,广晟有色,0.1,-56.52,,1.76,,3012.94,-57.17,,10-31
323,603920,世运电路,0.53,-1.85,,8.18,,21531.72,-0.97,,10-31
324,2789,建艺集团,0.32,-45.76,,3.62,,4353.47,-46.78,,10-31
325,600279,重庆港九,0.05,-68.97,,1.18,,6451.2,-46.9,,10-31
326,601218,吉鑫科技,0.17,392.94,,6.61,,17021.01,385.4,,10-31
327,2807,江阴银行,0.3,-6.6,,5.43,,64837.7,1.83,,10-31
328,2490,山东墨龙,-0.31,641.11,,-15.14,,-24598.98,641.49,,10-31
329,806,*ST银河,0.03,-132.59,,13.6,,3530.0,-132.57,,10-31
330,603336,宏辉果蔬,0.17,-39.29,,6.2,,5520.32,-13.21,,10-31
331,2506,协鑫集成,-0.05,657.14,,-6.49,,-26957.74,643.43,,10-31
332,2523,天桥起重,0.03,-25.0,,1.76,,3750.89,-32.47,,10-31
333,605178,时空科技,1.67,-29.54,,16.65,,9214.53,-26.52,,10-31
334,600745,闻泰科技,1.97,137.35,,9.61,,225903.81,325.83,,10-31
335,2540,亚太科技,0.19,6.29,,5.33,,24480.48,6.26,,10-31
336,600009,上海机场,-0.38,-118.36,,-2.37,,-73743.06,-118.46,,10-31
337,2892,科力尔,0.54,12.73,,11.13,,7707.73,12.6,,10-31
338,600781,*ST辅仁,0.15,-82.56,,1.56,,9101.85,-83.14,,10-31
339,603569,长久物流,0.15,25.0,,3.19,,8585.2,29.49,,10-31
340,603600,永艺股份,0.69,43.75,,15.8,,20717.28,44.61,,10-31
341,555,神州信息,0.23,14.08,,4.07,,21866.12,14.89,,10-31
342,2004,华邦健康,0.26,0.0,,5.4,,51391.71,1.38,,10-31
343,600127,金健米业,0.05,-30.72,,4.71,,3459.09,-30.77,,10-31
344,688180,君实生物,-1.39,,,-32.64,,-111566.5,150.26,,10-31
345,603066,音飞储存,0.26,7.04,,7.71,,7724.01,6.84,,10-31
346,600166,福田汽车,0.04,10.26,,1.84,,28172.59,9.4,,10-31
347,600567,山鹰国际,0.22,-23.56,,6.69,,98317.06,-25.78,,10-31
348,638,万方发展,-0.04,15.12,,-8.47,,-1225.05,15.17,,10-31
349,603113,金能科技,0.95,7.95,,10.31,,64063.54,8.07,,10-31
350,600185,格力地产,0.32,39.13,,7.34,,59727.22,19.02,,10-31
351,600584,长电科技,0.48,-536.36,,5.92,,76419.49,-520.17,,10-31
352,669,*ST金鸿,0.37,-202.32,,19.21,,25221.56,-202.5,,10-31
353,2726,龙大肉食,0.62,210.0,,23.22,,61406.7,299.62,,10-31
354,603221,爱丽家居,0.28,-52.54,,5.19,,6186.55,-41.39,,10-31
355,600246,万通发展,0.02,-80.65,,0.59,,4578.56,-80.91,,10-31
356,688567,孚能科技,-0.32,-420.0,,-3.8,,-29307.9,-451.5,,10-31
357,601117,中国化学,0.56,12.0,,8.4,,277448.01,13.44,,10-31
358,600266,城建发展,0.29,-65.78,,3.03,,84499.2,-52.99,,10-31
359,792,*ST盐湖,0.52,-385.07,,-13.59,,211812.34,-520.51,,10-31
360,2855,捷荣技术,0.22,46.67,,4.06,,5411.94,47.34,,10-31
361,850,华茂股份,0.27,-8.19,,5.84,,25371.69,-8.31,,10-31
362,600370,三房巷,0.11,86.72,,7.51,,40639.23,756.13,,10-31
363,600004,白云机场,-0.14,-150.0,,-1.81,,-29938.5,-152.26,,10-31
364,603518,锦泓集团,-3.68,-3166.67,,-42.89,,-91768.21,-3143.46,,10-31
365,600388,龙净环保,0.54,3.85,,9.73,,57277.96,2.72,,10-31
366,600795,国电电力,0.11,-28.29,,4.15,,222656.85,-27.81,,10-31
367,425,徐工机械,0.29,-20.66,,7.67,,243419.73,-19.4,,10-31
368,2277,友阿股份,0.12,-48.51,,2.41,,16585.06,-48.52,,10-31
369,600068,葛洲坝,0.4,-30.58,,5.85,,251396.71,-21.39,,10-31
370,2941,新疆交建,0.13,44.44,,3.37,,8265.09,42.58,,10-31
371,600466,蓝光发展,0.83,8.22,,15.93,,267052.01,5.36,,10-31
372,600830,香溢融通,0.01,-82.98,,0.18,,382.41,-82.17,,10-31
373,2617,露笑科技,0.13,-27.43,,6.35,,19097.79,-13.96,,10-31
374,601997,贵阳银行,1.33,-0.75,11.36,12.07,1.43,426496.1,-0.96,,10-31
375,600487,亨通光电,0.45,-27.84,,5.97,,87387.0,-26.4,,10-31
376,600850,华东电脑,0.58,-5.74,,9.32,,24658.68,-5.45,,10-31
377,600122,*ST宏图,-0.36,-34.78,,-17.49,,-42159.43,-34.78,,10-31
378,603721,中广天择,-0.08,-11.11,,-1.88,,-1013.43,-13.0,,10-31
379,600543,莫高股份,-0.02,-140.0,,-0.58,,-684.72,-146.57,,10-31
380,600959,江苏有线,0.06,-25.0,,1.46,,31821.62,-23.23,,10-31
381,603109,神驰机电,0.66,-15.37,,7.49,,9660.53,12.84,,10-31
382,600180,瑞茂通,0.15,-58.22,,2.44,,15133.77,-58.22,,10-31
383,600580,卧龙电驱,0.48,-23.9,,8.61,,62226.6,-23.24,,10-31
384,600978,*ST宜生,-0.46,-611.11,,-9.2,,-68880.18,-609.75,,10-31
385,2716,*ST金贵,-2.23,35.15,,,,-214488.97,35.38,,10-31
386,2082,万邦德,0.2,-37.5,,4.77,,12078.13,60.4,,10-31
387,600996,贵广网络,0.06,-62.5,,1.33,,6332.64,-62.93,,10-31
388,600634,*ST富控,-2.8,143.48,,,,-160926.16,142.95,,10-31
389,601099,太平洋,0.02,-74.58,,0.95,,9917.34,-75.25,,10-31
390,600651,*ST飞乐,0.3,-145.58,,25.46,,68752.23,-204.57,,10-31
391,600678,四川金顶,0.1,25.12,,25.93,,3616.29,25.07,,10-31
392,601328,交通银行,0.65,-15.58,9.56,6.99,,5271200.0,-12.36,,10-31
393,603337,杰克股份,0.54,-5.26,,8.68,,23851.35,-5.59,,10-31
394,2184,海得控制,0.34,399.71,,8.04,,8158.75,397.44,,10-31
395,600336,澳柯玛,0.14,25.37,,5.36,,10941.85,25.34,,10-31
396,600730,中国高科,0.02,-700.0,,0.56,,1068.92,-696.93,,10-31
397,601601,中国太保,2.12,-16.21,21.08,10.4,8.84,1964800.0,-14.25,,10-31
398,65,北方国际,0.67,4.69,,9.82,,51397.79,3.74,,10-31
399,600376,首开股份,0.47,-43.13,,4.85,,137542.56,-42.12,,10-31
400,156,华数传媒,0.33,-7.19,,4.29,,46970.14,-7.18,,10-31
401,600393,粤泰股份,0.08,-46.67,,3.23,,20132.13,-47.86,,10-31
402,600782,新钢股份,0.59,-28.92,,8.5,,188691.21,-28.71,,10-31
403,2573,清新环境,0.17,-43.95,,3.62,,18077.46,-43.96,,10-31
404,601860,紫金银行,0.32,3.23,3.99,8.23,,115864.7,1.83,,10-31
405,600029,南方航空,-0.55,-266.67,,-11.2,,-746300.0,-283.01,,10-31
406,2589,瑞康医药,0.21,-46.75,,4.21,,30871.91,-46.65,,10-31
407,601901,方正证券,0.18,38.46,4.85,3.78,0.74,148242.65,37.9,,10-31
408,2929,润建股份,0.66,-0.36,,4.98,,14511.1,-0.37,,10-31
409,600448,华纺股份,0.03,0.0,,1.0,,1996.54,32.66,,10-31
410,971,*ST高升,0.01,-210.0,,1.01,,1139.94,-208.14,,10-31
411,603619,中曼石油,-0.7,-800.0,,-12.54,,-27872.04,-820.73,,10-31
412,2622,融钰集团,-0.03,91.86,,-2.18,,-2771.13,91.28,,10-31
413,600094,大名城,0.13,-29.37,,2.53,,32619.61,-29.37,,10-31
414,993,闽东电力,-0.01,-102.22,,-0.24,,-473.95,-102.23,,10-31
415,600493,凤竹纺织,0.06,-46.94,,2.23,,1671.66,-46.97,,10-31
416,2314,南山控股,-0.06,-287.8,,-1.81,,-14995.1,-287.95,,10-31
417,2638,*ST勤上,-0.01,-1725.0,,-0.56,,-1967.38,-1808.1,,10-31
418,603020,爱普股份,0.43,11.59,,6.35,,13645.92,11.6,,10-31
419,600872,中炬高新,0.84,22.4,,16.06,,66780.86,22.4,,10-31
420,2670,国盛金控,-0.04,-186.4,,-0.7,,-7992.41,-186.33,,10-31
421,600149,ST坊展,0.01,-170.18,,1.44,,302.95,-170.1,,10-31
422,688222,成都先导,0.04,,,1.59,,1460.98,-80.34,,10-31
423,600917,重庆燃气,0.19,-6.0,,6.81,,29243.41,-5.94,,10-31
424,2054,德美化工,0.28,24.5,,6.16,,11779.3,24.49,,10-31
425,603778,乾景园林,-0.03,-200.0,,-1.0,,-1691.6,-223.55,,10-31
426,603115,海星股份,0.44,-25.42,,7.41,,9086.99,-7.52,,10-31
427,600186,莲花健康,0.04,-56.93,0.26,15.52,-0.54,5233.31,-44.03,,10-31
428,2071,*ST长城,-0.14,79.47,,,,-7440.13,79.53,,10-31
429,670,*ST盈方,-0.01,-81.79,,76.1,,-901.45,-81.73,,10-31
