,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
370,600568,*ST中珠,-0.02,-375.44,,-0.85,,-3137.28,-377.17,,08-29
371,603157,*ST拉夏,-1.3,42.86,,-80.08,,-70761.6,42.05,,08-29
372,600203,福日电子,-0.14,-233.18,,-3.17,,-6575.93,-233.14,,08-29
373,601021,春秋航空,-0.45,-148.39,,-2.77,,-40861.49,-147.84,,08-29
374,600639,浦东金桥,0.49,22.8,,5.42,,54590.53,22.8,,08-29
375,601108,财通证券,0.22,10.0,,3.79,,82033.53,12.02,,08-29
376,727,*ST东科,-0.17,-18.74,,-20.7,,-77784.55,-18.72,,08-29
377,601166,兴业银行,1.45,-12.65,23.96,6.01,-1.4,3259000.0,-9.17,,08-29
378,600678,四川金顶,0.08,93.73,,20.0,,2697.65,93.66,,08-29
379,783,长江证券,0.17,-15.0,,3.44,,94162.54,-13.35,,08-29
380,601328,交通银行,0.46,-14.81,9.46,4.95,,3650500.0,-14.61,,08-29
381,600318,新力金融,0.01,-75.0,,0.59,,743.94,-63.12,,08-29
382,61,农产品,0.11,107.78,,3.6,,19040.43,107.64,,08-29
383,882,华联股份,0.0,-77.63,,0.12,,939.83,-77.39,,08-29
384,600376,首开股份,0.45,-37.81,,4.62,,127981.54,-38.0,,08-29
385,2554,惠博普,-0.13,-285.71,,-7.79,,-13274.63,-269.62,,08-29
386,600393,粤泰股份,0.1,131.71,,3.87,,24016.79,128.53,,08-29
387,600029,南方航空,-0.64,-557.14,,-12.65,,-817400.0,-583.67,,08-29
388,428,华天酒店,-0.22,67.16,,-9.26,,-22863.07,67.61,,08-29
389,601901,方正证券,0.08,-11.11,4.74,1.66,0.61,64161.28,-15.95,,08-29
390,2602,世纪华通,0.27,35.41,,5.94,,160249.68,36.02,,08-29
391,600099,林海股份,-0.0,-575.0,,-0.17,,-83.5,-567.27,,08-29
392,996,中国中期,0.01,147.92,,0.86,,408.83,147.21,,08-29
393,600499,科达制造,0.05,-63.04,,1.66,,8085.12,-61.8,,08-29
394,2316,亚联发展,-0.08,-182.62,,-4.6,,-3103.63,-182.68,,08-29
395,600861,北京城乡,-0.29,-702.89,,-4.03,,-9244.77,-702.66,,08-29
396,2024,苏宁易购,-0.02,-107.82,,-0.19,,-16659.7,-107.79,,08-29
397,623,吉林敖东,0.88,17.33,,4.5,,102009.99,16.97,,08-29
398,603101,汇嘉时代,0.04,-53.39,,1.21,,1681.02,-34.66,,08-29
399,603790,雅运股份,0.18,-58.14,,3.08,,3514.76,-57.39,,08-29
400,600191,华资实业,0.04,-65.9,,1.0,,1862.18,-65.9,,08-29
401,603165,荣晟环保,0.46,-34.29,,7.63,,11409.03,-7.85,,08-29
402,601007,金陵饭店,0.0,-99.17,,0.02,,31.24,-99.14,,08-29
403,300683,海特生物,-0.04,-107.41,,-0.21,,-377.96,-106.77,,08-29
404,2740,爱迪尔,0.01,-85.71,,0.22,,554.45,-80.58,,08-29
405,692,惠天热电,-0.38,9.21,,-17.38,,-20098.69,9.22,,08-29
406,601118,海南橡胶,-0.05,-350.0,,-2.11,,-20320.61,-350.16,,08-29
407,601186,中国铁建,0.62,-4.62,,4.81,,931625.3,0.35,,08-29
408,2170,芭田股份,0.02,165.15,,0.8,,1548.39,163.33,,08-29
409,600702,ST舍得,0.49,-11.29,,5.24,,16419.23,-11.45,10派2.0028,08-29
410,601360,三六零,0.17,-71.67,,3.78,,111879.9,-72.39,,08-29
411,2202,金风科技,0.29,-1.76,,4.16,,127482.84,7.63,,08-29
412,600735,新华锦,0.06,-46.11,,2.25,,2237.58,-46.08,,08-29
413,158,常山北明,-0.05,-390.76,,-1.46,,-8551.61,-384.31,,08-29
414,601800,中国交建,0.25,-46.81,,2.05,,512214.26,-40.28,,08-29
415,603555,*ST贵人,-0.26,175.78,,-39.41,,-16106.9,175.94,,08-29
416,600789,鲁抗医药,0.26,188.33,,7.29,,22841.19,179.55,,08-29
417,413,东旭光电,-0.16,-206.67,,-2.97,,-89681.67,-206.24,,08-29
418,600036,招商银行,1.97,-1.99,23.73,8.47,10.08,4978800.0,-1.63,,08-29
419,600425,青松建化,0.08,5.0,,2.46,,11581.13,4.8,,08-29
420,603117,万林物流,0.04,-42.86,,1.15,,2608.4,-44.93,,08-29
421,600984,建设机械,0.18,-18.71,,4.11,,16144.9,-14.16,,08-29
422,687,*ST华讯,-0.1,6.18,,,,-7807.29,6.2,,08-29
423,600241,*ST时万,-0.04,0.0,,-1.26,,-1230.87,0.88,,08-29
424,600640,号百控股,-0.11,-287.29,,-1.93,,-8669.44,-287.18,,08-29
425,601111,中国国航,-0.69,-400.0,,-10.69,,-944112.8,-400.72,,08-29
426,2133,广宇集团,0.07,-68.18,,1.49,,5098.85,-70.65,,08-29
427,600300,维维股份,0.09,50.0,,5.58,,14154.56,54.71,,08-29
428,600697,欧亚集团,0.04,-95.06,,0.24,,647.24,-94.96,,08-29
429,601330,绿色动力,0.21,10.53,,7.27,,24873.27,14.54,,08-29
430,600715,文投控股,-0.26,-1725.0,,-7.76,,-47784.78,-1704.28,,08-29
431,831,五矿稀土,0.16,229.01,,6.91,,15911.72,228.81,10派0.4,08-29
432,600345,长江通信,0.21,-41.67,,2.09,,4123.93,-41.57,,08-29
433,600736,苏州高新,0.04,-78.95,,0.69,,4800.58,-78.17,,08-29
434,600754,锦江酒店,0.3,-49.76,,2.15,,28530.17,-49.75,,08-29
435,603508,思维列控,0.49,-87.04,,2.99,,13292.16,-81.62,,08-29
436,600771,广誉远,0.09,-64.0,,1.83,,4344.07,-62.96,,08-29
437,601801,皖新传媒,0.23,4.55,,4.39,,46487.72,7.35,,08-29
438,600037,歌华有线,0.05,-82.83,,0.56,,7487.31,-82.83,,08-29
439,2592,ST八菱,-0.02,-60.0,,-0.4,,-583.63,-54.42,,08-29
440,957,中通客车,0.03,-46.85,,0.64,,1750.16,-46.85,,08-29
441,523,广州浪奇,-0.18,-766.67,,-6.2,,-11470.78,-769.67,,08-29
442,600481,双良节能,0.01,-73.81,,0.79,,1797.0,-74.18,,08-29
443,600844,丹化科技,-0.13,22.63,,-6.25,,-13663.2,22.63,,08-29
444,600100,同方股份,-0.04,-131.6,,-0.65,,-10457.5,-131.58,,08-29
445,997,新大陆,0.23,-47.63,,3.91,,23259.89,-47.21,,08-29
446,600500,中化国际,0.01,-96.15,,0.16,,2021.17,-96.27,,08-29
447,603690,至纯科技,0.12,-56.88,,2.04,,3036.28,-29.58,,08-29
448,585,*ST东电,-0.01,200.0,,,,-1181.84,201.16,,08-29
449,600895,张江高科,0.59,227.78,,9.36,,91555.33,231.98,,08-29
450,605,渤海股份,0.04,10.09,,0.67,,1348.9,10.11,,08-29
